"",Name,OutcomeType,OutcomeSubtype,AnimalType,AgeDays,Fertility,sex,Hour,Weekday,Month,Year,TimeofDay,WorkDay,Mix,SimpleBreed,PureColor,SimpleColor,Age
"15015",Y,Transfer,Partner,Dog,1460,Y,Male,18,5,12,2015,everning,Y,N,Pit Bull,Pure,Blue,Adult
"15016",Y,Transfer,Partner,Dog,1460,Y,Female,12,3,7,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Adult
"15017",Y,Transfer,Partner,Dog,2555,N,Male,15,2,9,2014,afternoon,Y,N,Bluetick Hound,Pure,Blue,Adult
"15018",Y,Transfer,Partner,Dog,60,N,Male,11,1,5,2014,afternoon,Y,Y,Pit Bull,Pure,Fawn,Kid
"15019",N,Transfer,Partner,Dog,30,Y,Male,16,6,6,2015,everning,N,N,Labrador Retriever,Pure,Black,Kid
"15020",N,Transfer,Partner,Dog,120,N,Male,16,2,3,2014,everning,Y,Y,Dachshund Wirehair,Pure,Black,Kid
"15021",N,Transfer,Partner,Dog,365,Unknown,Unknown,13,4,5,2014,afternoon,Y,Y,Cairn Terrier,Mix,Brown,Kid
"15022",Y,Transfer,Partner,Dog,365,N,Male,16,5,4,2015,everning,Y,N,Rat Terrier,Mix,Tricolor,Kid
"15023",Y,Transfer,Partner,Dog,730,N,Male,13,2,11,2015,afternoon,Y,N,Chinese Sharpei,Pure,White,Adult
"15024",Y,Transfer,Partner,Dog,365,Y,Female,15,6,1,2016,afternoon,N,Y,Chihuahua Shorthair,Pure,Black,Kid
"15025",Y,Transfer,Partner,Dog,365,Y,Female,16,4,10,2015,everning,Y,Y,Maltese,Mix,White,Kid
"15026",N,Transfer,Partner,Dog,150,N,Male,17,5,4,2015,everning,Y,N,Shih Tzu,Pure,White,Kid
"15027",N,Transfer,Partner,Dog,730,N,Male,12,6,12,2013,afternoon,N,Y,Miniature Poodle,Mix,White,Adult
"15028",Y,Transfer,Partner,Dog,2920,N,Male,11,2,1,2016,afternoon,Y,Y,Dachshund,Pure,Black,Old
"15029",N,Transfer,Partner,Dog,30,N,Male,12,1,10,2014,afternoon,Y,N,Cairn Terrier,Pure,Yellow,Kid
"15030",Y,Transfer,Partner,Dog,365,N,Male,14,6,12,2015,afternoon,N,N,German Shepherd,Pure,Sable,Kid
"15031",N,Transfer,Partner,Dog,730,Y,Female,18,4,4,2014,everning,Y,Y,Australian Shepherd,Mix,Sable,Adult
"15032",Y,Transfer,Partner,Dog,2190,N,Male,15,4,1,2015,afternoon,Y,Y,Labrador Retriever,Mix,Tan,Adult
"15033",Y,Transfer,Partner,Dog,60,N,Male,12,2,6,2014,afternoon,Y,N,Australian Cattle Dog,Mix,Tricolor,Kid
"15034",Y,Transfer,Partner,Dog,365,N,Female,16,5,2,2014,everning,Y,Y,Jack Russell Terrier,Pure,White,Kid
"15035",Y,Transfer,Partner,Dog,365,N,Male,15,2,12,2013,afternoon,Y,Y,Dachshund,Pure,Brown,Kid
"15036",Y,Transfer,Partner,Dog,2190,N,Male,13,2,12,2014,afternoon,Y,Y,Labrador Retriever,Mix,Black,Adult
"15037",N,Transfer,Partner,Dog,2190,N,Male,15,2,3,2014,afternoon,Y,Y,Dachshund,Mix,Red,Adult
"15038",Y,Transfer,Partner,Dog,1825,N,Male,13,1,8,2014,afternoon,Y,Y,Australian Cattle Dog,Pure,Blue,Adult
"15039",Y,Transfer,Partner,Dog,90,Y,Female,12,1,2,2016,afternoon,Y,N,Australian Cattle Dog,Pure,White,Kid
"15040",Y,Transfer,Partner,Dog,1095,N,Male,14,3,2,2014,afternoon,Y,N,Boxer,Pure,Fawn,Adult
"15041",N,Transfer,Partner,Dog,730,N,Male,15,4,4,2014,afternoon,Y,Y,Chihuahua Shorthair,Mix,Black,Adult
"15042",Y,Transfer,Partner,Dog,120,Y,Male,12,7,12,2015,afternoon,N,Y,Pit Bull,Pure,Tan,Kid
"15043",N,Transfer,Partner,Dog,120,Y,Female,14,3,5,2015,afternoon,Y,N,Chihuahua Shorthair,Pure,White,Kid
"15044",Y,Transfer,Partner,Dog,1825,N,Female,13,5,12,2014,afternoon,Y,N,Beagle,Mix,Tricolor,Adult
"15045",Y,Transfer,Partner,Dog,300,N,Male,16,1,12,2015,everning,Y,N,Irish Wolfhound,Mix,Brown,Kid
"15046",Y,Transfer,Partner,Dog,1095,N,Female,16,4,4,2014,everning,Y,Y,Labrador Retriever,Mix,Yellow,Adult
"15047",Y,Transfer,Partner,Dog,1095,N,Female,11,1,1,2015,afternoon,Y,Y,Pit Bull,Pure,White,Adult
"15048",Y,Transfer,Partner,Dog,730,N,Female,12,2,2,2015,afternoon,Y,Y,German Shepherd,Pure,Black,Adult
"15049",N,Transfer,Partner,Dog,90,N,Female,16,6,3,2014,everning,N,N,Pit Bull,Pure,Chocolate,Kid
"15050",Y,Transfer,Partner,Dog,365,N,Male,15,5,4,2015,afternoon,Y,Y,Pit Bull,Pure,Tan,Kid
"15051",Y,Transfer,Partner,Dog,60,Y,Female,12,7,12,2015,afternoon,N,N,Collie Smooth,Pure,Black,Kid
"15052",Y,Transfer,Partner,Dog,2920,N,Female,14,1,5,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,White,Old
"15053",N,Transfer,Partner,Dog,2,Y,Male,15,7,6,2015,afternoon,N,Y,German Shepherd,Mix,Chocolate,Kid
"15054",Y,Transfer,Partner,Dog,1460,N,Male,13,6,10,2013,afternoon,N,Y,Dachshund,Pure,Red,Adult
"15055",Y,Transfer,Partner,Dog,365,N,Female,0,3,2,2016,night,Y,Y,Flat Coat Retriever,Mix,Black,Kid
"15056",Y,Transfer,Partner,Dog,150,N,Female,17,3,2,2016,everning,Y,Y,Black Mouth Cur,Pure,Tan,Kid
"15057",Y,Transfer,Partner,Dog,365,N,Male,15,2,9,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Kid
"15058",Y,Transfer,Partner,Dog,1460,N,Female,14,6,1,2015,afternoon,N,Y,Chihuahua Longhair,Pure,Tan,Adult
"15059",Y,Transfer,Partner,Dog,3650,Y,Male,18,2,7,2015,everning,Y,Y,Chihuahua Shorthair,Pure,Brown,Old
"15060",N,Transfer,Partner,Dog,1095,Y,Female,0,5,4,2015,night,Y,Y,Shih Tzu,Mix,White,Adult
"15061",Y,Transfer,Partner,Dog,730,Y,Male,15,3,12,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,Tan,Adult
"15062",Y,Transfer,Partner,Dog,1095,N,Male,12,5,3,2014,afternoon,Y,Y,Golden Retriever,Mix,Red,Adult
"15063",N,Transfer,Partner,Dog,7,Y,Female,18,4,10,2013,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"15064",Y,Transfer,Partner,Dog,730,N,Female,11,1,6,2015,afternoon,Y,Y,Boxer,Pure,Black,Adult
"15065",Y,Transfer,Partner,Dog,2555,N,Male,14,1,9,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Chocolate,Adult
"15066",N,Transfer,Partner,Dog,120,N,Female,13,5,11,2013,afternoon,Y,N,Dachshund,Pure,Brown,Kid
"15067",Y,Transfer,Partner,Dog,730,Y,Female,15,4,7,2015,afternoon,Y,Y,Chihuahua Shorthair,Mix,Brown,Adult
"15068",Y,Transfer,Partner,Dog,365,N,Female,11,3,3,2014,afternoon,Y,Y,Carolina Dog,Pure,Brown,Kid
"15069",Y,Transfer,Partner,Dog,30,Y,Male,14,3,3,2015,afternoon,Y,N,Maltese,Mix,Tricolor,Kid
"15070",Y,Transfer,Partner,Dog,730,N,Female,11,2,11,2015,afternoon,Y,Y,West Highland,Mix,White,Adult
"15071",Y,Transfer,Partner,Dog,1095,N,Female,17,5,12,2014,everning,Y,N,German Shepherd,Mix,Black,Adult
"15072",Y,Transfer,Partner,Dog,730,N,Male,16,2,2,2014,everning,Y,N,Boxer,Pure,Brown,Adult
"15073",Y,Transfer,Partner,Dog,365,N,Female,16,5,10,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Tan,Kid
"15074",Y,Transfer,Partner,Dog,90,N,Male,17,7,3,2014,everning,N,Y,Catahoula,Pure,White,Kid
"15075",N,Transfer,Partner,Dog,14,Y,Male,0,2,2,2016,night,Y,Y,Labrador Retriever,Pure,Blue,Kid
"15076",Y,Transfer,Partner,Dog,365,Y,Male,14,6,4,2014,afternoon,N,Y,Jack Russell Terrier,Pure,White,Kid
"15077",Y,Transfer,Partner,Dog,730,N,Male,11,4,2,2016,afternoon,Y,Y,Lhasa Apso,Mix,Cream,Adult
"15078",Y,Transfer,Partner,Dog,365,Y,Male,18,1,1,2014,everning,Y,N,Chihuahua Shorthair,Mix,Tricolor,Kid
"15079",Y,Transfer,Partner,Dog,730,N,Male,15,6,9,2015,afternoon,N,N,Pug,Pure,Sable,Adult
"15080",Y,Transfer,Partner,Dog,1095,N,Male,17,4,2,2014,everning,Y,N,Irish Wolfhound,Mix,White,Adult
"15081",N,Transfer,Partner,Dog,2190,Y,Female,0,7,10,2015,night,N,Y,Chihuahua Shorthair,Mix,White,Adult
"15082",Y,Transfer,Partner,Dog,180,Y,Female,16,5,12,2015,everning,Y,Y,Pit Bull,Mix,Black,Kid
"15083",N,Transfer,Partner,Dog,365,N,Female,14,7,2,2014,afternoon,N,N,Miniature Schnauzer,Mix,White,Kid
"15084",N,Transfer,Partner,Dog,150,N,Female,15,1,12,2013,afternoon,Y,Y,Dachshund,Pure,Black,Kid
"15085",Y,Transfer,Partner,Dog,150,N,Male,14,2,8,2015,afternoon,Y,Y,Dachshund,Pure,Brown,Kid
"15086",N,Transfer,Partner,Dog,28,Y,Female,13,4,10,2013,afternoon,Y,Y,Labrador Retriever,Pure,Black,Kid
"15087",N,Transfer,Partner,Dog,28,Y,Male,17,4,10,2014,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"15088",Y,Transfer,Partner,Dog,2920,N,Male,0,4,11,2015,night,Y,Y,Miniature Poodle,Mix,Chocolate,Old
"15089",Y,Transfer,Partner,Dog,1825,N,Male,14,6,7,2015,afternoon,N,N,Australian Cattle Dog,Pure,Red,Adult
"15090",Y,Transfer,Partner,Dog,1460,N,Male,14,2,10,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Adult
"15091",Y,Transfer,Partner,Dog,365,Y,Male,14,2,9,2014,afternoon,Y,N,Border Terrier,Pure,Brown,Kid
"15092",Y,Transfer,Partner,Dog,2190,N,Male,13,6,7,2014,afternoon,N,Y,Chihuahua Shorthair,Pure,Brown,Adult
"15093",Y,Transfer,Partner,Dog,30,Y,Female,16,7,1,2016,everning,N,Y,Labrador Retriever,Mix,Black,Kid
"15094",Y,Transfer,Partner,Dog,365,Y,Male,16,4,5,2015,everning,Y,N,German Shepherd,Pure,Black,Kid
"15095",Y,Transfer,Partner,Dog,180,N,Male,12,2,1,2015,afternoon,Y,Y,Pit Bull,Pure,Black,Kid
"15096",Y,Transfer,Partner,Dog,730,N,Male,12,6,6,2015,afternoon,N,Y,Chihuahua Shorthair,Pure,Black,Adult
"15097",N,Transfer,Partner,Dog,5110,Y,Male,14,3,10,2013,afternoon,Y,Y,Chihuahua Shorthair,Mix,Brown,Old
"15098",N,Transfer,Partner,Dog,7,Y,Male,13,6,6,2015,afternoon,N,N,American Staffordshire Terrier,Mix,Fawn,Kid
"15099",Y,Transfer,Partner,Dog,365,N,Female,12,7,2,2016,afternoon,N,N,Pharaoh Hound,Pure,Red,Kid
"15100",Y,Transfer,Partner,Dog,730,N,Female,15,6,11,2013,afternoon,N,N,Labrador Retriever,Mix,Black,Adult
"15101",N,Transfer,Partner,Dog,30,Y,Female,11,5,9,2015,afternoon,Y,Y,Plott Hound,Pure,Brown,Kid
"15102",Y,Transfer,Partner,Dog,730,N,Female,12,2,9,2015,afternoon,Y,Y,Catahoula,Pure,Brown,Adult
"15103",Y,Transfer,Partner,Dog,1095,N,Female,13,3,12,2014,afternoon,Y,Y,Boxer,Pure,Tan,Adult
"15104",N,Transfer,Partner,Dog,90,N,Female,17,1,6,2014,everning,Y,N,Labrador Retriever,Pure,White,Kid
"15105",Y,Transfer,Partner,Dog,210,N,Female,11,3,5,2015,afternoon,Y,Y,German Shepherd,Pure,Red,Kid
"15106",Y,Transfer,Partner,Dog,730,Y,Female,11,4,11,2013,afternoon,Y,N,Maltese,Mix,White,Adult
"15107",N,Transfer,Partner,Dog,30,Y,Female,15,3,11,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Black,Kid
"15108",N,Transfer,Partner,Dog,180,Y,Male,18,4,5,2014,everning,Y,Y,Chihuahua Shorthair,Pure,Brown,Kid
"15109",N,Transfer,Partner,Dog,60,N,Male,17,1,6,2014,everning,Y,N,Chihuahua Shorthair,Mix,Tan,Kid
"15110",Y,Transfer,Partner,Dog,30,Y,Female,9,5,9,2015,morning,Y,Y,German Shepherd,Pure,Sable,Kid
"15111",Y,Transfer,Partner,Dog,730,Y,Male,13,4,4,2015,afternoon,Y,N,Australian Shepherd,Pure,Black,Adult
"15112",N,Transfer,Partner,Dog,30,Y,Male,11,7,5,2014,afternoon,N,Y,German Shepherd,Mix,Fawn,Kid
"15113",Y,Transfer,Partner,Dog,1095,N,Male,15,1,11,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Black,Adult
"15114",N,Transfer,Partner,Dog,3650,N,Male,17,6,12,2014,everning,N,Y,Cocker Spaniel,Pure,Black,Old
"15115",N,Transfer,Partner,Dog,210,Y,Male,13,3,2,2015,afternoon,Y,Y,Border Collie,Pure,White,Kid
"15116",Y,Transfer,Partner,Dog,365,Y,Male,15,6,1,2016,afternoon,N,Y,Chihuahua Shorthair,Pure,Tan,Kid
"15117",Y,Transfer,Partner,Dog,365,N,Male,12,1,5,2014,afternoon,Y,Y,Chihuahua Shorthair,Mix,Black,Kid
"15118",N,Transfer,Partner,Dog,365,Y,Male,12,3,9,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Tan,Kid
"15119",Y,Transfer,Partner,Dog,3650,N,Male,12,3,10,2014,afternoon,Y,Y,Labrador Retriever,Mix,Tan,Old
"15120",Y,Transfer,Partner,Dog,730,N,Male,16,6,1,2016,everning,N,Y,Pit Bull,Pure,Tan,Adult
"15121",N,Transfer,Partner,Dog,210,N,Male,16,7,11,2014,everning,N,Y,Labrador Retriever,Mix,Brown,Kid
"15122",N,Transfer,Partner,Dog,60,N,Female,17,5,10,2014,everning,Y,Y,Doberman Pinsch,Pure,Black,Kid
"15123",N,Transfer,Partner,Dog,240,Y,Female,15,5,3,2015,afternoon,Y,Y,Catahoula,Pure,Chocolate,Kid
"15124",N,Transfer,Partner,Dog,120,Y,Female,12,6,8,2015,afternoon,N,Y,Siberian Husky,Pure,Gray,Kid
"15125",N,Transfer,Partner,Dog,30,Y,Male,18,1,3,2014,everning,Y,Y,Labrador Retriever,Mix,Black,Kid
"15126",N,Transfer,Partner,Dog,60,Y,Female,14,6,2,2016,afternoon,N,Y,Chihuahua Shorthair,Mix,Black,Kid
"15127",N,Transfer,Partner,Dog,3650,Y,Male,12,6,11,2015,afternoon,N,Y,Chihuahua Shorthair,Mix,Buff,Old
"15128",N,Transfer,Partner,Dog,1825,N,Male,13,7,8,2014,afternoon,N,N,Great Pyrenees,Mix,White,Adult
"15129",Y,Transfer,Partner,Dog,3650,N,Male,17,4,10,2015,everning,Y,Y,Boxer,Pure,Red,Old
"15130",Y,Transfer,Partner,Dog,365,N,Male,12,4,2,2015,afternoon,Y,Y,Pit Bull,Mix,Brown,Kid
"15131",N,Transfer,Partner,Dog,60,Y,Male,12,7,10,2014,afternoon,N,Y,Cardigan Welsh Corgi,Mix,Sable,Kid
"15132",N,Transfer,Partner,Dog,30,Y,Male,16,3,10,2013,everning,Y,Y,Australian Kelpie,Pure,Sable,Kid
"15133",Y,Transfer,Partner,Dog,730,N,Male,14,5,8,2014,afternoon,Y,N,Chihuahua Shorthair,Mix,Tricolor,Adult
"15134",N,Transfer,Partner,Dog,30,Y,Male,16,7,7,2014,everning,N,Y,Jack Russell Terrier,Mix,Sable,Kid
"15135",Y,Transfer,Partner,Dog,2555,N,Male,13,5,4,2014,afternoon,Y,Y,Smooth Fox Terrier,Mix,Tricolor,Adult
"15136",Y,Transfer,Partner,Dog,330,N,Female,11,3,7,2015,afternoon,Y,Y,Basset Hound,Pure,Brown,Kid
"15137",N,Transfer,Partner,Dog,21,Y,Male,15,4,2,2015,afternoon,Y,N,Chihuahua Shorthair,Pure,Cream,Kid
"15138",Y,Transfer,Partner,Dog,1825,N,Female,11,6,8,2015,afternoon,N,Y,Siberian Husky,Mix,Sable,Adult
"15139",N,Transfer,Partner,Dog,14,Y,Female,0,2,2,2016,night,Y,Y,Labrador Retriever,Pure,Brown,Kid
"15140",Y,Transfer,Partner,Dog,365,N,Male,13,1,11,2015,afternoon,Y,Y,Catahoula,Pure,Fawn,Kid
"15141",Y,Transfer,Partner,Dog,365,N,Male,14,6,11,2013,afternoon,N,Y,Dachshund,Pure,Tan,Kid
"15142",N,Transfer,Partner,Dog,730,N,Female,12,2,9,2015,afternoon,Y,Y,Yorkshire Terrier,Mix,Black,Adult
"15143",Y,Transfer,Partner,Dog,150,Y,Female,12,5,9,2015,afternoon,Y,N,Dachshund,Pure,Brown,Kid
"15144",N,Transfer,Partner,Dog,1095,N,Male,11,6,6,2015,afternoon,N,N,Pekingese,Pure,Red,Adult
"15145",Y,Transfer,Partner,Dog,240,N,Male,17,2,9,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Tan,Kid
"15146",Y,Transfer,Partner,Dog,1825,N,Male,14,3,9,2014,afternoon,Y,Y,Lhasa Apso,Pure,Black,Adult
"15147",N,Transfer,Partner,Dog,210,Y,Female,18,5,5,2015,everning,Y,Y,Rat Terrier,Mix,Tricolor,Kid
"15148",Y,Transfer,Partner,Dog,730,N,Female,14,7,4,2015,afternoon,N,Y,Pit Bull,Pure,Chocolate,Adult
"15149",Y,Transfer,Partner,Dog,730,N,Male,10,3,11,2015,morning,Y,Y,Labrador Retriever,Pure,Tan,Adult
"15150",Y,Transfer,Partner,Dog,365,Y,Female,13,1,3,2015,afternoon,Y,Y,Chihuahua Shorthair,Mix,Tan,Kid
"15151",Y,Transfer,Partner,Dog,1460,Y,Female,13,7,1,2016,afternoon,N,Y,Chihuahua Shorthair,Pure,Fawn,Adult
"15152",N,Transfer,Partner,Dog,730,N,Male,11,6,12,2013,afternoon,N,N,Shih Tzu,Pure,Black,Adult
"15153",Y,Transfer,Partner,Dog,2920,Y,Male,12,3,1,2015,afternoon,Y,N,Shih Tzu,Pure,Brown,Old
"15154",Y,Transfer,Partner,Dog,2190,N,Female,0,4,12,2015,night,Y,N,West Highland,Mix,White,Adult
"15155",N,Transfer,Partner,Dog,1460,N,Male,11,3,12,2014,afternoon,Y,N,Lhasa Apso,Mix,White,Adult
"15156",Y,Transfer,Partner,Dog,730,N,Female,13,6,8,2015,afternoon,N,Y,Labrador Retriever,Mix,Yellow,Adult
"15157",Y,Transfer,Partner,Dog,365,N,Male,15,2,4,2015,afternoon,Y,Y,Australian Cattle Dog,Pure,Red,Kid
"15158",N,Transfer,Partner,Dog,365,Y,Female,14,6,7,2015,afternoon,N,Y,Pit Bull,Pure,White,Kid
"15159",Y,Transfer,Partner,Dog,4015,Y,Male,7,5,9,2014,morning,Y,Y,Chihuahua Shorthair,Mix,White,Old
"15160",N,Transfer,Partner,Dog,150,N,Female,14,7,11,2014,afternoon,N,N,Australian Cattle Dog,Pure,White,Kid
"15161",Y,Transfer,Partner,Dog,1095,Y,Female,10,7,2,2014,morning,N,N,Shih Tzu,Pure,White,Adult
"15162",Y,Transfer,Partner,Dog,2920,N,Male,11,6,9,2014,afternoon,N,N,Shih Tzu,Pure,Tan,Old
"15163",Y,Transfer,Partner,Dog,90,Y,Male,12,1,2,2016,afternoon,Y,N,Australian Cattle Dog,Pure,Black,Kid
"15164",Y,Transfer,Partner,Dog,120,N,Male,16,2,9,2014,everning,Y,N,Pug,Mix,Sable,Kid
"15165",Y,Transfer,Partner,Dog,730,Y,Female,14,6,1,2014,afternoon,N,Y,Rat Terrier,Pure,White,Adult
"15166",Y,Transfer,Partner,Dog,1825,N,Female,14,5,5,2015,afternoon,Y,Y,Boxer,Pure,Brown,Adult
"15167",Y,Transfer,Partner,Dog,2920,N,Male,15,3,1,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Tan,Old
"15168",Y,Transfer,Partner,Dog,2190,N,Female,14,5,9,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,Black,Adult
"15169",Y,Transfer,Partner,Dog,730,Y,Male,11,2,10,2014,afternoon,Y,N,Shih Tzu,Pure,White,Adult
"15170",N,Transfer,Partner,Dog,365,N,Male,17,7,10,2014,everning,N,N,Chihuahua Shorthair,Pure,Brown,Kid
"15171",Y,Transfer,Partner,Dog,365,N,Male,12,6,11,2013,afternoon,N,Y,Chihuahua Shorthair,Mix,Tan,Kid
"15172",N,Transfer,Partner,Dog,30,N,Female,11,6,12,2014,afternoon,N,Y,German Shepherd,Pure,Black,Kid
"15173",N,Transfer,Partner,Dog,90,Y,Female,14,7,8,2015,afternoon,N,Y,Treeing Cur,Mix,Black,Kid
"15174",Y,Transfer,Partner,Dog,365,Y,Female,13,3,10,2015,afternoon,Y,Y,Italian Greyhound,Pure,White,Kid
"15175",N,Transfer,Partner,Dog,2,Y,Female,12,7,12,2014,afternoon,N,Y,Pit Bull,Pure,Chocolate,Kid
"15176",N,Transfer,Partner,Dog,150,Y,Male,15,5,7,2015,afternoon,Y,N,Dachshund,Pure,Red,Kid
"15177",Y,Transfer,Partner,Dog,730,N,Male,12,7,9,2015,afternoon,N,Y,Pit Bull,Mix,Black,Adult
"15178",N,Transfer,Partner,Dog,30,Y,Male,11,6,12,2014,afternoon,N,N,German Shepherd,Pure,Black,Kid
"15179",Y,Transfer,Partner,Dog,365,N,Male,13,7,10,2014,afternoon,N,Y,Pit Bull,Pure,Chocolate,Kid
"15180",Y,Transfer,Partner,Dog,60,Y,Male,13,1,7,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,White,Kid
"15181",Y,Transfer,Partner,Dog,730,N,Female,13,3,10,2015,afternoon,Y,Y,Finnish Spitz,Mix,White,Adult
"15182",Y,Transfer,Partner,Dog,365,N,Male,12,6,3,2014,afternoon,N,N,Rat Terrier,Pure,White,Kid
"15183",Y,Transfer,Partner,Dog,730,N,Female,0,3,5,2015,night,Y,Y,Chihuahua Shorthair,Pure,Tan,Adult
"15184",Y,Transfer,Partner,Dog,30,Y,Male,16,3,12,2015,everning,Y,Y,Border Terrier,Mix,Tan,Kid
"15185",Y,Transfer,Partner,Dog,730,Y,Female,17,7,11,2015,everning,N,Y,Pit Bull,Pure,Fawn,Adult
"15186",Y,Transfer,Partner,Dog,150,N,Female,16,7,4,2015,everning,N,N,Labrador Retriever,Mix,Black,Kid
"15187",Y,Transfer,Partner,Dog,1460,N,Male,12,7,3,2015,afternoon,N,Y,Siberian Husky,Pure,Black,Adult
"15188",Y,Transfer,Partner,Dog,730,N,Male,15,1,3,2014,afternoon,Y,Y,Rottweiler,Pure,Black,Adult
"15189",Y,Transfer,Partner,Dog,1095,N,Female,13,3,7,2014,afternoon,Y,N,Great Dane,Pure,Black,Adult
"15190",Y,Transfer,Partner,Dog,365,N,Male,18,5,1,2014,everning,Y,Y,German Shepherd,Pure,Black,Kid
"15191",Y,Transfer,Partner,Dog,730,N,Male,12,5,4,2015,afternoon,Y,Y,Pit Bull,Pure,Black,Adult
"15192",Y,Transfer,Partner,Dog,730,N,Female,11,2,10,2014,afternoon,Y,Y,Havanese,Mix,White,Adult
"15193",Y,Transfer,Partner,Dog,730,N,Female,0,1,2,2016,night,Y,Y,Pit Bull,Pure,Brown,Adult
"15194",Y,Transfer,Partner,Dog,3650,N,Male,12,5,6,2015,afternoon,Y,N,German Shepherd,Pure,Black,Old
"15195",Y,Transfer,Partner,Dog,210,Y,Male,18,1,1,2014,everning,Y,Y,Chihuahua Shorthair,Mix,Tan,Kid
"15196",Y,Transfer,Partner,Dog,2555,N,Female,11,2,1,2015,afternoon,Y,Y,Cocker Spaniel,Pure,Red,Adult
"15197",Y,Transfer,Partner,Dog,60,N,Male,12,3,5,2015,afternoon,Y,Y,Labrador Retriever,Pure,Black,Kid
"15198",N,Transfer,Partner,Dog,3650,N,Male,12,1,1,2014,afternoon,Y,Y,Boston Terrier,Pure,White,Old
"15199",Y,Transfer,Partner,Dog,4745,N,Female,13,3,8,2014,afternoon,Y,Y,Pekingese,Pure,Tan,Old
"15200",Y,Transfer,Partner,Dog,365,N,Male,11,4,2,2014,afternoon,Y,Y,Pit Bull,Mix,Fawn,Kid
"15201",Y,Transfer,Partner,Dog,730,N,Male,13,5,8,2015,afternoon,Y,Y,Pointer,Pure,Black,Adult
"15202",Y,Transfer,Partner,Dog,730,N,Male,11,3,11,2015,afternoon,Y,N,American Staffordshire Terrier,Pure,Brown,Adult
"15203",N,Transfer,Partner,Dog,365,Y,Male,11,4,5,2015,afternoon,Y,N,Lhasa Apso,Pure,Black,Kid
"15204",Y,Transfer,Partner,Dog,1095,Y,Male,14,3,9,2015,afternoon,Y,N,Labrador Retriever,Pure,Tan,Adult
"15205",Y,Transfer,Partner,Dog,2920,N,Female,14,3,10,2013,afternoon,Y,Y,Pit Bull,Pure,Black,Old
"15206",Y,Transfer,Partner,Dog,365,Y,Male,14,1,2,2014,afternoon,Y,N,Anatol Shepherd,Pure,White,Kid
"15207",Y,Transfer,Partner,Dog,3650,N,Male,12,5,3,2014,afternoon,Y,Y,Pekingese,Pure,White,Old
"15208",Y,Transfer,Partner,Dog,730,Y,Female,15,3,7,2015,afternoon,Y,Y,Standard Schnauzer,Mix,Black,Adult
"15209",Y,Transfer,Partner,Dog,150,N,Male,13,3,6,2014,afternoon,Y,Y,German Shepherd,Mix,Tricolor,Kid
"15210",Y,Transfer,Partner,Dog,330,Y,Female,12,1,7,2015,afternoon,Y,Y,Pit Bull,Mix,Black,Kid
"15211",Y,Transfer,Partner,Dog,1460,Y,Female,13,4,7,2015,afternoon,Y,Y,Pit Bull,Pure,Chocolate,Adult
"15212",Y,Transfer,Partner,Dog,365,N,Female,8,5,6,2014,morning,Y,Y,Chihuahua Shorthair,Pure,White,Kid
"15213",Y,Transfer,Partner,Dog,300,N,Female,12,2,10,2014,afternoon,Y,Y,Siberian Husky,Pure,Black,Kid
"15214",N,Transfer,Partner,Dog,2,Y,Female,12,7,12,2014,afternoon,N,Y,Pit Bull,Pure,Chocolate,Kid
"15215",Y,Transfer,Partner,Dog,2190,N,Female,14,1,11,2013,afternoon,Y,Y,Chihuahua Shorthair,Pure,White,Adult
"15216",Y,Transfer,Partner,Dog,4380,N,Female,17,1,6,2014,everning,Y,N,Boxer,Pure,Brown,Old
"15217",N,Transfer,Partner,Dog,1825,N,Female,12,6,1,2015,afternoon,N,Y,Rat Terrier,Pure,Black,Adult
"15218",Y,Transfer,Partner,Dog,300,N,Male,11,6,2,2015,afternoon,N,Y,Chihuahua Shorthair,Mix,Tan,Kid
"15219",N,Transfer,Partner,Dog,365,N,Female,16,3,6,2014,everning,Y,N,Wire Hair Fox Terrier,Mix,Cream,Kid
"15220",Y,Transfer,Partner,Dog,1460,Y,Female,11,6,12,2013,afternoon,N,Y,Chihuahua Shorthair,Pure,Black,Adult
"15221",Y,Transfer,Partner,Dog,730,Y,Female,17,4,5,2015,everning,Y,Y,Labrador Retriever,Mix,Black,Adult
"15222",N,Transfer,Partner,Dog,21,Y,Male,14,6,7,2015,afternoon,N,Y,Pit Bull,Pure,Brown,Kid
"15223",Y,Transfer,Partner,Dog,1825,N,Male,13,1,3,2015,afternoon,Y,Y,Beagle,Mix,Tricolor,Adult
